,
jeg,I
det,the
er,is
du,you
ikke,not
en,one
og,and
i,in
har,hair
vi,we
på,on
til,to
med,with
å,oh
han,he
deg,yourself
for,for
meg,me
hva,what
at,that
den,it
så,so
som,as
de,the
kan,can
var,spring
vil,want
av,of
skal,shall
om,about
men,but
et,somewhere
her,here
ja,yes
bare,just
dere,you
hun,she
må,must
noe,something
ham,him
dette,this
nei,no
nå,now
kom,arrived
min,my
vet,know
der,there
din,your
ut,out
hvor,where
da,then
fra,from
oss,us
se,see
være,be
ha,have
dem,them
gjør,do
igjen,again
noen,some
kommer,shall
ta,toe
ville,wanted
hvis,if
alle,everyone
få,few
hvorfor,why
tror,believe
går,yesterday
alt,everything
opp,up
sa,so
hvordan,how
gå,go
ingen,no
når,when
eller,or
hvem,whose
får,can
seg,themselves
la,let
blir,becomes
ser,watch
takk,thanks
gjøre,do
bli,become
bra,Good
hadde,had
si,say
denne,this
henne,her
litt,slightly
inn,inside
jo,Yes
etter,after
kunne,may
vel,Well
to,two
skulle,should have
ved,by
aldri,never
hei,Hi
over,above
e,e
god,good
tilbake,back
kanskje,maybe
man,mane
også,also
ble,became
nok,enough
sier,say
selv,self
hvad,depat
før,for
godt,well
ok,ok
sammen,together
ned,down
mig,me
gi,give
dig,inform
hans,his
gang,hall
dag,day
tar,taking
mer,more
trenger,need
mine,mine
vært,been
mitt,my
mye,a lot
helt,hero
andre,second
sett,set
vær,weather
gjorde,did
hele,all
siden,since
komme,come
enn,than
deres,their
år,year
ditt,your
mann,man
hold,range
mr,mr
af,af
mener,mean
fikk,got
mot,towards
vent,wait
dine,your
far,father
a,a
fordi,because
faen,fuck
mange,many
snakke,talk
tre,three
hjem,home
ting,thing
gjort,done
liker,like
sant,TRUE
folk,folk
greit,good
lkke,notkke
alltid,always
rett,straight
sånn,like that
tid,time
dra,drag
unnskyld,Pardon
morgen,morning
sir,sir
virkelig,really
elsker,love
bedre,better
pa,on
veldig,very
nu,nu
tok,took
hit,here
vår,spring
uten,without
mor,tender
står,stands
kveld,evening
død,death
burde,should
snakker,speaks
livet,life
finne,find
gikk,walked
sin,sin
gud,God
beklager,sorry
nej,nej
trodde,believed
ingenting,nothing
hør,hear
akkurat,just
kjenner,know
første,first
sted,place
disse,these
ute,out
slik,such
samme,same
klar,clear
lenge,long
hjelpe,help
fint,nice
visste,knew
vite,know
forstår,understand
under,under
noget,something
hjelp,help
skjer,happen
okay,okay
gir,gear
eneste,only
heter,called
holder,holder
bilen,car
hallo,hello
vei,road
veien,road
penger,money
siste,last
pappa,dad
barn,children
rundt,round
én,one
snill,kind
tro,believe
snart,soon
liv,life
høre,hear
hver,each
verden,world
tak,roof
feil,error
hører,listen
redd,afraid
blitt,become
helvete,hell
hos,at
mamma,mum
stor,big
lille,little
dit,there
døde,died
holde,hold
herregud,OMG
prøver,samples
visst,hate
venn,friend
heller,rather
beste,best
husker,remember
borte,gone
hennes,her
sikkert,certainly
først,first
bort,away
drar,drag
like,like
ga,go
fem,five
slutt,end
tiden,time
gjerne,happily
drepe,kill
fant,found
ud,out
store,big
vekk,away
fått,gotten
inne,in
sikker,sure
annet,other
flere,several
os,os
tatt,taken
pengene,money
glad,happy
hørte,heard
neste,next
mannen,man
menn,men
våre,our
finner,finds
orden,merchage
navn,name
gamle,old
fortelle,tell
bør,load
dø,die
alene,alone
annen,other
nye,new
ellers,else
venter,wait
synes,think
sagt,said
måtte,had to
l,l
ny,new
venner,friends
minutter,minutes
liten,small
skjedde,happened
betyr,mean
faren,danger
stille,quiet
gutt,boy
derfor,therefore
r,r
have,have
lenger,farther
lei,sorry
byen,city
s,s
hatt,hat
gjennom,through
natt,night
langt,far
klart,clear
kjære,honey
flott,great
n,n
ennå,yet
fire,four
klarer,manner
par,couple
politiet,police
hørt,heard
sitt,sin
unna,away
herfra,from here
gør,gul
slå,hit
dollar,dollar
hjemme,home
fort,fast
engang,once
gode,good
føler,feel
senere,future
skjønner,understand
dager,days
dagen,day
meget,plenty
ett,one
lige,allows
håper,hope
ti,ten
faktisk,actual
galt,hog
ganger,times
pokker,damn
nesten,nearly
tenkte,thought
hvilken,which
be,pray
huset,house
jobb,job
klare,manage
bak,behind
snakket,talked
begge,both
vise,show
slags,kind
mens,while
fyr,guy
ferdig,finished
rolig,calm
hodet,head
tenk,think
tii,thi
d,d
lad,charge
op,op
virker,works
ei,a
jævla,fucking
ringer,call
hverandre,each other
kommet,arrived
skyld,fault
stedet,instead
jobben,job
sine,their
bor,drill
gammel,old
prøve,try
hyggelig,nice
dårlig,bad
drept,kill
ord,word
vårt,our
helst,preferably
tenker,think
kvinne,woman
dr,dr
allerede,already
begynner,start
g,g
mennesker,human beings
jobber,job
ligger,is located
ønsker,wishes
dør,door
kun,only
grunn,superficial
stå,stand
stopp,stop
fortell,tell
gøre,green
kone,wife
øyeblikk,moment
john,John
hende,abide
slipp,release
spiller,player
velkommen,welcome
del,share
jente,girl
drepte,killed
tenkt,thought
riktig,correct
spise,eat
vente,wait
seks,six
egen,own
fortsatt,still
glem,forget
ganske,pretty
ses,savor
møte,Meeting
åh,oh
slapp,miss
t,t
mi,mi
fin,fine
funnet,found
sånt,like that
nede,down
gutten,boy
jack,jack
nettopp,just
fyren,dude
stemmer,votes
timer,hours
sønn,son
herr,sir
gutter,boy
spør,traces
selvfølgelig,obviously
di,di
mistet,lost
leve,live
oppe,upstairs
spille,play
miss,miss
sig,sig
kaptein,captain
sent,sent
new,new
legg,lay
sitter,sit
tenke,imagine
all,all
jenta,girl
gått,walked
lett,easy
ring,ring
familien,family
pass,passport
lang,long
måte,manner
bil,car
ringe,ring
vanskelig,difficult
ro,calmness
saken,case
kjeft,shut
lever,liver
moren,the mother
videre,further
problemer,problems
viktig,important
ber,pray
mat,food
nytt,new
full,full
problem,problem
mrs,mrs
fortalte,told
tur,trip
fast,solid
treffe,hit
ba,ba
best,best
stort,large
fred,peace
bruke,use
prøv,try
mellom,between
syns,blank
fram,frem
hus,House
tom,empty
bliver,guards
fantastisk,fantastic
redde,save
hej,hej
side,page
setter,sets
dreper,kill
hente,get
dro,leaved
kjører,driving
fri,free
ma,ma
forsiktig,careful
navnet,name
uansett,regardless
holdt,kept
fly,fly
satt,sat
j,j
utrolig,incredible
resten,the rest
straks,soon
sette,set
gal,crazy
kaller,calls
unge,youth
egentlig,actually
tusen,thousand
åpne,to open
imot,against
na,now
mest,most
havde,port
sagde,sage
fremdeles,still
hater,hate
tilbage,worship
vann,water
kjøre,drive
familie,family
kvinner,women
utenfor,outside
hvert,each
skolen,the school
landet,country
spørsmål,questions
skjedd,happened
prøvde,tried
gift,married
efter,afterwards
the,the
mit,mit
bror,brother
herrer,gentlemen
øynene,eyes
altså,therefore
skje,happen
driver,driver
plass,place
nødt,need
mulig,possible
foran,in front of
enda,though
mere,date
løp,run
uke,week
damer,ladies
finnes,exists
gangen,hallway
lar,thigh
kona,my wife
time,hour
dritt,shit
mindre,less
ønske,desire
rommet,room
vis,vis
lyst,want
snakk,talk
lngen,lng
lite,small
lære,learn
bruker,User
spørre,ask
sjanse,chance
vondt,hurt
måske,month
ind,ing
lidt,suffer
an,an
lykke,happiness
nogen,some
aldrig,all
idiot,idiot
nummer,number
sove,sleep
fins,ful
betale,pay
lov,law
land,country
selvsagt,of course
passer,suitable
dum,stupid
siger,siger
venstre,left
rom,room
lover,promise
idé,idea
vii,vii
farvel,goodbye
begynte,started
hendene,hands
været,weather
ringte,dial
svært,vast
skai,shark
ventet,expected
huske,remember
kjent,known
høres,sound
lage,make
m,m
york,york
historie,history
perfekt,perfect
måneder,months
frank,frank
små,small
skrive,write
sådan,such
reise,travel
spiser,eats
gitt,given
mand,mand
ekte,genuine
mente,thought
husk,remember
laget,layer
fortsett,proceed
våpen,arms
michael,michael
kjør,drive
kjøpe,purchase
jobbet,worked
slår,hits
svar,answer
herre,master
hent,obtain
aner,ancestry
finn,find
vores,vores
tidlig,early
gifte,marry
synd,sin
igen,way
bryr,care
stoppe,stop
jer,u
ø,ow
kjærlighet,love
sender,sending
skynd,hurry
fortalt,told
masse,a lot
bruk,use
hånd,hand
by,city
blod,blood
kort,card
viser,show
sannheten,truth
rart,weird
kaffe,coffee
morsomt,funny
hjelper,helper
uker,week
millioner,millions
middag,dinner
jobbe,work
ung,young
stund,while
vennen,friend
barna,kids
lager,storage
tv,man
handler,shop
sitte,sit
hardt,hard
undskyld,undskyld
stadig,ever
david,david
legge,lay
harry,harry
henter,retrieving
ben,leg
datter,daughter
vakker,beautiful
george,george
skyte,shoot
kjente,knew
tide,tide
live,live
skyt,shoot
tale,speech
charlie,charlie
valg,choice
foregår,takes place
betaler,Pays
likte,liked
skikkelig,decent
tager,tag
slo,beat
frem,forward
forstå,understand
døren,door
jenter,girls
sam,sam
klokka,the clock
høyre,right
rør,tube
begynne,start
elsket,loved
stikker,stick
sendte,sent
telefonen,phone
doktor,doctor
lese,read
følge,follow
general,general
drink,drink
drikke,drink
gjelder,concern
krig,war
bo,live
blev,became
hen,toughen
søster,sister
jøss,yeast
krigen,war
fall,downfall
sige,sive
fa,few
verre,worse
sende,send
tage,tage
syk,sick
ille,bad
skyter,shoots
stikke,sting
skutt,shot
laver,lower
tjeneste,service
sak,case
klarte,was able to
vare,item
dame,lady
behøver,needs
døra,door
sønnen,son
farlig,dangerous
forteller,says
broren,brother
særlig,especially
peter,Peter
sist,last
måten,way
eget,own
kl,k1
hvite,white
blive,blive
svarte,black
intet,nothing
slipper,release
gratulerer,congratulations
rette,correct
avtale,deal
likevel,Nevertheless
væk,remark
pris,price
nær,near
forbi,past
følger,following
fengsel,prison
sover,asleep
onkel,uncle
følg,follow
leter,looking
egne,fit
drittsekk,asshole
natten,the night
føles,feel
bord,table
klokken,time
sex,sex
største,biggest
flink,good
problemet,problem
hjertet,heart
forklare,explain
nogle,nogle
bekymret,worried
slåss,fight
guds,God's
slippe,let go
sint,angry
kamp,match
åtte,eight
baby,baby
sekunder,seconds
større,bigger
skriver,write
skjøt,shot
fanden,fand
nar,when
ofte,often
hjerte,heart
sto,stood
mike,mike
tag,tag
passe,fit
sendt,sent
vannet,water
endelig,finally
skrev,wrote
fare,danger
vant,won
ærlig,honest
spurte,asked
skatt,tax
sjef,boss
enkelt,single
dyr,animals
født,born
glemte,Forgot
skylder,owes
nydelig,gorgeous
spill,game
stikk,splash
steder,places
send,send
falt,fell
end,end
vinner,winner
ansiktet,the face
døden,death
kutt,cut
slutte,quit
traff,hit
hr,hr
høyt,loud
ordre,order
råd,advice
v,v
menneske,human
stolt,proud
reddet,saved
umulig,impossible
tidligere,earlier
sjekk,check
lide,suffer
skade,Damage
verdens,world
mister,losing
hvilket,which
b,b
meter,meter
kastet,threw
pent,pretty
historien,story
legger,lay
gar,yerry
kvelden,evening
paul,paul
ni,nine
glemt,forgot
elske,love
beskjed,message
leder,manager
sjefen,boss
overalt,everywhere
fik,fix
joe,joe
tog,train
tingene,things
glemme,forget
vinne,win
hånden,hand
ordne,fix
verdt,worth
føle,feel
lykkelig,happy
svart,black
f,f
fest,feast
lukk,close
flyet,plane
fortsette,continue
skaffe,provide
lot,lot
stole,trust
ræva,raw
øl,beer
lys,light
dumme,stupid
hund,dog
james,james
søt,sweet
plan,plan
fru,ners
h,h
lurer,wonder
person,person
film,film
midt,middle
barnet,child
johnny,Johnny
hey,hey
ære,honor
aften,evening
forhold,relationship
alvorlig,serious
lærer,teacher
sju,seven
reiser,trade
lå,lay
kompis,Buddy
kontakt,contact
jimmy,jimmy
halv,half
forelsket,in love
annerledes,different
paris,paris
lege,doctor
spesielt,special
prate,talk
brukte,used
flytte,move
ønsket,wished
sulten,hungry
kontoret,office
sov,asleep
mennene,The men
smart,smart
drøm,dream
pistolen,pistol
skål,toast
ene,one
beskytte,protect
brug,cartilage
løs,loose
forstått,understood
øye,eye
trengte,needed
miste,loose
gjor,do
snu,reverse
absolutt,absolutely
rolle,role
amerika,America
drep,kill
jaså,jaså
satte,sat
danse,dance
frue,lady
levende,vivid
lyver,lie
lyset,light
vanlig,usual
noensinne,ever
kaste,throw
pen,pretty
filmen,the film
jorden,earth
hender,hands
opptatt,concern
jesus,Jesus
savner,miss
dessverre,unfortunately
anden,and
kampen,match
sprø,crazy
kyss,kiss
interessant,interesting
stoler,chairs
ryggen,the back
kast,throw
dumt,stupid
bob,bob
skrevet,written
sterk,strong
ligge,lie
telefon,telephone
drikker,drinks
eier,owner
maten,food
altid,always
foreldrene,parents
plutselig,suddenly
slikt,such
arbeid,work
lag,team
max,max
mening,opinion
stakkars,poor
gøy,fun
lurte,cheated
kaster,throws
syntes,appeared
frøken,miss
raskt,quickly
stans,stop
vennene,friends
øyne,eyes
skat,skate
himmelen,the sky
kjørte,ran
antar,suppose
oberst,colonel
ødelagt,broken
kalle,call
vaere,be
ligner,looks like
skadet,hurt
bilde,picture
heldig,lucky
advokat,lawyer
håret,hairy
merkelig,strange
professor,professor
ray,ray
agent,agent
billy,billy
kvinnen,woman
lærte,taught
konge,king
ødelegge,destroy
gave,gift
hunden,the dog
kroppen,the body
selge,sell
planen,plan
sykehuset,hospital
brukt,used
tilgi,forgive
trekk,traits
møtt,greet
jul,Christmas
bill,bill
deler,split
sjekke,check
hopp,jump
sjansen,chance
svin,pork
london,london
lagt,added
folkens,folks
toget,train
interessert,interested
giv,giv
lært,taught
fleste,most
fine,beauty
omkring,about
kender,kender
enig,agree
danny,danny
vakkert,beautiful
finde,custard
prøvd,tried
savnet,missing
greier,things
synge,sing
munnen,mouth
personlig,personal
flytt,move
kongen,king
blå,blue
kult,cool
herren,the Lord
fanget,captivity
fortsetter,continuing
betalt,paid
både,both
het,hot
minste,least
kjæresten,girlfriend
gerne,ger
tredje,third
båten,boat
pistol,pistol
moro,fun
spor,traces
respekt,respect
stjal,stole
tuller,jokes
blant,among
brev,letter
glede,happiness
dave,dave
lik,equal
etterpå,afterwards
ret,dec
kjøpte,bought
nærmere,closer
tjener,servant
selger,seller
sang,song
datteren,daughter
bestemt,specific
talt,county
starter,start
engelsk,English
lukter,smells
hel,whole
innen,before
usa,US
ordentlig,proper
forlate,leave
hår,hair
jim,jim
bekymre,worry
set,set
viste,knew
verste,worst
ordner,arrange
jentene,girls
jævel,female
morges,great
måned,month
bok,book
slike,such
bordet,table
mangler,missing
stemme,voice
møtes,meet
arbeidet,work
flyttet,moved
martin,martin
hvilke,which
området,area
vinduet,window
forandret,changed
musikk,music
saker,stuff
jake,jake
kontroll,control
stop,stop
ven,friend
seng,bed
bevis,proof
vennligst,please
vej,weigh
truffet,hit
henry,henry
glemmer,forget
president,president
lest,read
thomas,Thomas
vist,shown
lyder,sound
varmt,hot
leser,reader
takke,thank
fortjener,deserves
te,tea
stakk,stuck
skipet,ship
elskling,Darling
vide,wide
slått,turned
nyheter,news
spist,eaten
ekstra,extra
kjøper,buyer
al,eel
spilte,play
merke,brand
enhver,anybody
stol,chair
naturligvis,apart
st,st
eddie,eddie
sluttet,ended
vakre,beautiful
leke,play
mary,mary
retten,court
festen,party
tjene,serve
hjalp,helped
frisk,fresh
taler,speaker
fange,prisoner
bad,bath
karer,guer
dritten,shit
fører,leading
ringt,dial
stykker,pieces
skip,ship
følte,felt
klær,clothes
besøk,visit
bank,bank
unger,kid
bilder,photos
mester,master
bildet,picture
nick,nick
o,o
will,will
ungene,the kids
slutter,queas
ordet,word
bedt,requested
maria,Maria
kjæreste,girlfriend
iblant,occasionally
troede,beloved
ferdige,ready
san,san
sker,sker
såret,hurt
politi,police
amerikanske,American
faller,fall
fanken,Fank
drømmer,dream
p,p
type,type
fars,father
pleide,used
ren,pure
slag,punch
bry,bother
sann,like that
adjø,goodbye
ikk,neject
nervøs,jumpy
bortsett,apart
varm,warm
forrige,previous
nummeret,number
hvit,white
spis,eat
kvitt,rid
hjælpe,adultery
stopper,stopper
velge,select
gata,street
liksom,like
enten,either
selskap,corporation
kalte,called
forferdelig,appalling
taket,roof
klærne,clothes
frokost,breakfast
richard,Richard
taper,loser
møter,meet
mord,murder
starte,start
kamerat,comrade
dypt,deep
tegn,symbol
major,major
tull,nonsense
bar,bar
robert,robert
uden,uden
onde,evild
hjælp,boot
give,give
årene,the years
le,laugh
gjore,do
kjempe,giant
gutta,the boys
røde,Red
forresten,incidentally
trøbbel,trouble
dele,share
ende,end
tony,tony
penge,pance
mål,goal
typen,TRUE
alex,Alex
overraskelse,surprise
låne,borrow
slutten,end
is,ice
tommy,tommy
menneskene,the humans
beina,the legs
deilig,delicious
sidste,sidest
hest,horse
greia,thing
virket,worked
legen,doctor
angrep,infest
fryktelig,terribly
makt,power
trist,sad
gav,gave
spillet,game
hjernen,brain
tilhører,listener
lunsj,lunch
forsvinn,disappear
mark,worm
dårlige,bad
høy,high
lurt,cheat
hundre,hundred
bestemmer,decide
sheriff,sheriff
fbi,fbi
reis,reis
fullt,full
gravid,pregnant
mod,mod
fungerer,works
koster,costs
gratis,free
kaldt,cold
hendes,cares
fisk,fish
fart,speed
vidste,far
jeres,jeres
sverger,swear
armen,arm
hotellet,hotel
boken,book
gik,gik
møtte,met
elskede,beloved
løytnant,lieutenant
styrke,strength
presidenten,president
chris,chris
ansikt,face
høyere,higher
vin,wine
kall,vocation
sikre,ensure
kirken,the church
bobby,bobby
inntil,up to
nøkkelen,key
altfor,far
sersjant,sergeant
rent,pure
forsvant,disappear
stjålet,stolen
derfra,there
innom,doubt
andet,other
stand,capable
betjent,attendant
valgte,chose
omtrent,approximately
street,street
havet,ocean
bedste,bes
begynt,begun
glass,glass
toppen,top
nøyaktig,exact
flyr,fly
krever,requires
svare,respond
nærheten,close by
ogsa,also
bakken,ground
startet,started
våkne,wake
and,duck
direkte,direct
guttene,the boys
ringen,ring
trenge,need
blåser,blows
sarah,sarah
kontor,office
red,red
bevise,prove
sånne,such
brenner,burn
håp,hope
sees,seen
dommer,judge
minst,smallest
k,k
jævlig,fucking
ansvar,responsibility
unnskyldning,apology
gleder,pleasure
minner,em
ungen,kid
flaks,luck
blevet,bleach
start,start
trekke,migrate
leste,read
giftet,married
beholde,keep
vill,wild
pleier,tend
million,million
vilje,will
herlig,lovely
lovet,promised
likt,equally
utmerket,excellent
gale,crazy
loven,law
rød,Red
prater,prate
hore,hear
fortælle,trust
lort,lort
skriv,write
løpe,run
ler,laugh
nødvendig,necessary
arbejde,work
trygg,safe
munn,mouth
føre,plead
no,no
kapteinen,captain
dessuten,Furthermore
rører,touch
hæren,Army
england,england
åpner,open
bestemor,grandmother
form,shape
evig,eternal
sjekket,checked
støtte,support
aiie,aiie
soldater,soldiers
kysse,kiss
spennende,exciting
håpet,hoped
morder,killer
hemmelig,secret
poenget,point
gulvet,floor
spiste,ate
kjenne,feel
løper,runs
trekker,pulls
stengt,closed
forlot,leaved
arrestert,arrest
vakt,guard
bråk,noise
washington,Washington
anna,anna
overleve,survive
gull,gold
william,william
ender,end
året,year
skyldig,guilty
danser,dancer
normalt,normally
km,km
ulykke,accident
søsteren,sister
forandre,change
do,die
rene,pure
fader,fade
bussen,bus
pike,girl
natta,night
big,big
glipp,miss
eksempel,Example
skudd,shot
bodde,lived
hils,greet
hesten,horse
flytter,moving
selvmord,suicide
ødelegger,destroy
følelser,feelings
knapt,barely
kjøpt,bought
skole,school
nekter,refuse
soldat,soldier
trygt,safe
jane,jane
stoppet,stopped
stein,stone
folket,the people
damen,lady
javel,Oh well
rose,rose
mora,mother
ar,year
hendte,happen
sko,shoe
hoppe,jump
endnu,endnu
farten,the speed
dans,dance
sikkerhet,Safety
musikken,the music
pige,pig
tida,era
ait,ait
fy,fy
bestefar,grandfather
svaret,answer
fikse,fix
topp,top
dama,lady
sur,sour
rik,rich
rike,rich
dratt,ripped
hull,hole
morsom,funny
bruge,brush
kalles,called
roger,roger
mexico,Mexico
sengen,bed
stiller,sist
nærmer,approach
atjeg,that I
meningen,meaning
treffer,meeting
minutt,minute
ihjel,to death
scenen,stage
sjel,soul
hvile,rest
scott,scott
måde,gent
arbeider,worker
butikken,shop
amerikansk,American
målet,goal
syv,seven
luft,air
magen,stomach
varme,heat
slett,delete
biler,cars
tør,dare
lete,look
reglene,rules
sen,late
smerte,pain
sjekker,checker
bii,bii
frykt,fear
løgn,lie
stykke,piece
ondt,evil
eldre,elder
hellige,holy
overfor,opposite
stjele,steal
folkene,the people
kar,tub
regnet,rain
ked,ked
tanken,the idea
bytte,Exchange
bære,carry
orker,can bear
bud,messenger
leker,toys
forlater,leaving
dekk,deck
lette,light
velger,select
jorda,Earth
spørsmålet,the question
inni,inside
biir,biir
sakene,cases
leiligheten,flat
båt,boat
skogen,the forest
ettermiddag,afternoon
oppdaget,detected
bygge,build
veggen,wall
ferie,vacation
partner,partner
you,you
ordnet,arrange
løy,lied
ild,fire
smil,smile
teller,count
lave,barn
hendt,happened
blomster,blossom
fornøyd,satisfied
kate,kate
forretninger,Business
rigtig,rigigent
love,promise
tilfelle,occasion
sykehus,hospital
kalt,cite
dan,dan
lure,fool
pust,breath
les,read
systemet,system
samlet,collarged
henger,hang
unngå,avoid
city,city
pakke,package
jord,earth
fullstendig,complete
nemlig,in fact
ballen,ball
valgt,chosen
charles,charles
banken,bank
skete,cheer
røre,stir
åpen,open
drit,shit
jones,Jones
bildene,images
doc,doc
næste,cheap
vanlige,ordinary
fikser,fix
alice,alice
lisa,lisa
planer,plans
lee,lee
carl,carl
chicago,chicago
begynnelsen,beginning
kevin,Kevin
hedder,hedges
forsøk,attempt
foreldre,parents
uskyldig,innocent
steve,steve
tante,aunt
grunnen,reason
alder,age
møttes,met
fatter,fatter
nåde,grace
verken,neither
våpenet,weapon
morgenen,morning
fredag,Friday
åpnet,opened
radioen,radio
bond,bond
halsen,throat
strålende,glorious
brødre,brothers
nøklene,keys
titt,look
lettere,easier
røyk,smoke
andy,andy
fulle,full
halvt,half
purk,pick
fulgte,followed
synger,singing
spesiell,special
bygningen,building
tolv,twelve
brevet,the letter
poeng,point
hank,hank
betyder,mean
skru,screw
besøke,visit
igjennom,through
blodet,blood
informasjon,information
senga,the bed
oh,oh
liket,corpse
tanker,mind
kjøkkenet,kitchen
plager,ailments
længe,længe
øya,island
fienden,the enemy
enige,agreed
politimann,policeman
bange,flex
minne,remind
drikk,beverage
fransk,French
kurs,course
pause,break
myrdet,murdered
forsvinner,disappears
slem,naughty
skam,shame
blind,blind
walter,walter
jerry,jerry
ødela,destroy
overrasket,surprised
presentere,present
oppdrag,assignment
lyve,lie
frihet,freedom
lagde,layered
banen,track
daniel,Daniel
søn,son
prisen,price
neppe,hard
kraft,Power
california,California
dust,idiot
knulle,fuck
iallfall,if
bærer,porter
drap,mirror
leilighet,apartment
løgner,liar
solen,sun
situasjonen,situation
hilse,greet
stil,style
kilo,kilo
tøff,tough
van,van
kødder,flesh
pis,pis
kald,cold
jason,jason
gange,walk
verst,worst
betalte,paid
lufta,the air
of,of
bringer,brings
søtt,sweet
visse,certain
ri,ride
lovte,promised
arthur,arthur
nord,north
sexy,sexy
knust,broken
rask,fast
eiier,oel
boka,book
ä,Ä
fandt,fanded
kle,dress
løse,solve
behold,retare
dukker,doll
klasse,class
glade,glad
helvetes,hell
solgte,sold
stemmen,voice
larry,larry
ude,uthe
kke,kke
savne,miss
arbeide,work
solgt,sold
spøk,joke
skader,damage
hær,army
svarer,answers
driter,criter
søvn,sleep
halvparten,half
kjærligheten,the love
passet,match
vidunderlig,wonderful
avtalen,Agreement
lange,long
tross,despite
virke,seem
lørdag,Saturday
los,loose
fået,spare
søker,applicant
hemmelighet,secret
kong,king
etasje,story
lade,charge
børn,tick
diskutere,discuss
puste,breathe
ide,idea
skjebne,fate
takket,thanked
fuck,fuck
regner,rains
bein,leg
sørg,sorrow
ligesom,league
ifra,embarrass
rekker,reaches
alan,ar
fordømte,condemnated
texas,texas
turen,trip
fremtiden,future
oppfattet,perceived
voksen,adult
prat,chat
bety,mean
star,stands
styre,control
ed,oath
baren,bar
kule,bullet
college,college
rosa,pink
tvil,doubt
sørge,mourn
kjørt,run
stanse,stop
stinker,stink
greie,manage
hopper,hopper
tenner,igniter
gråt,blubber
nyt,enjoy
kopp,Cup
hjørnet,corner
søte,sweet
øyeblikket,herav
flyplassen,airport
simon,simon
bøker,books
okei,okay
lede,lead
beinet,leg
egg,egg
pä,on
hånda,hand
skaff,acquire
kameraet,camera
mørkt,dark
majestet,majesty
eg,eg
vitne,witness
regler,rules
samtidig,simultaneous
bryter,switch
øjeblik,ØjeBlik
planlagt,planned
luften,air
fanger,catches
våpnene,weapon
merket,labeled
flotte,beauty
mandag,Monday
kødd,fed
travelt,hurry
hard,hard
vunnet,won
overlever,survive
drive,operate
latterlig,ridiculous
finder,find
rekke,raise
pete,pete
ryan,ryan
annie,annie
gjett,guess
privat,private
mørket,darkness
løpet,race
bie,bee
tja,tja
øg,and
sparken,fired
hatten,hat
reist,raised
europa,Europe
kjedelig,boring
publikum,audience
trøtt,tired
personer,persent
låst,locked
tapt,lost
don,don
per,per
uka,week
lengre,further
brian,brian
ensom,lonely
helvede,hell
tydeligvis,apparently
kjøtt,meat
toalettet,toilet
mors,mother
begynn,start
smak,taste
whisky,whiskey
show,show
oppdraget,mission
banker,bank
gjøres,beside
grei,straight
hevn,vengeance
fortere,faster
fremmede,strangeable
wilson,Wilson
kjemper,fight
karen,karen
dronning,queen
hotell,hotel
søndag,Sunday
skapt,created
bryllupet,wedding
fjerne,remove
gjeng,gang
stolte,proud
løfte,lift
samle,collect
gruppe,group
tidspunkt,point
maggie,maggie
kamera,camera
virkelige,real
marcus,marcus
angrepet,attack
hester,horses
null,zero
hestene,horses
morderen,killer
rar,weird
tape,tape
hode,head
modig,brave
stod,phrase
iitt,IIT
stjerne,star
forventer,expects
hentet,picked up
bombe,bomb
u,u
rumpa,butt
ålreit,ÅLREIT
gjemme,hide
lyden,sound
brød,bread
sprøtt,brittle
tosk,fool
vanligvis,usually
dreier,turn
forvirret,confused
varer,goods
kysset,kissed
skremmer,scares
rasshøl,rasshole
mørke,darkness
badet,bath
